RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts
2692,15629150,Lucchese,721,France,Female,37,1,0,2
2693,15736274,Prokhorova,751,France,Male,31,8,0,2
2694,15627697,Alekseyeva,662,France,Male,34,2,0,2
2695,15721585,Blacklock,628,Germany,Male,29,3,113146.98,2
2696,15639946,Sazonova,597,Germany,Female,39,8,162532.14,3
2697,15792176,Henty,698,Spain,Female,40,0,92053.44,1
2698,15699450,Li,723,France,Male,48,7,0,2
2699,15729954,Azuka,586,France,Female,28,5,0,3
2700,15600103,Alexander,633,Germany,Female,29,8,104944.1,1
2701,15786200,Brock,564,France,Male,31,4,0,2
2702,15797010,Shen,649,France,Female,31,2,0,2
2703,15670172,Padovesi,622,France,Female,30,4,107879.04,1
2704,15627352,Bulgakov,459,Germany,Male,46,7,110356.42,1
2705,15622494,Mazzanti,718,France,Male,27,2,0,2
2706,15585835,Lord,655,Spain,Female,34,4,109783.69,2
2707,15595071,Ramos,696,France,Male,22,9,149777,1
2708,15628203,Pai,637,France,Female,38,3,104339.56,1
2709,15667190,Yuan,630,Spain,Female,21,1,85818.18,1
2710,15780212,Mao,592,France,Male,37,4,212692.97,1
2711,15766869,Uspenskaya,634,Germany,Male,37,1,89696.84,2
2712,15775741,Powell,608,France,Female,28,9,0,2
2713,15628170,Brown,565,Germany,Female,32,9,68067.24,1
2714,15701318,Poole,763,Spain,Male,67,9,148564.66,1
2715,15710928,McChesney,665,France,Female,55,8,136354.16,1
2716,15682547,Lucchese,649,France,Male,38,1,122214,1
2717,15631170,Clements,695,France,Male,45,3,0,2
2718,15648702,Yuriev,775,Germany,Male,70,6,119684.88,2
2719,15783444,Endrizzi,788,France,Female,39,3,135139.33,1
2720,15809178,Pan,569,Germany,Female,42,9,146100.75,1
2721,15806688,Manfrin,726,Spain,Female,56,8,123110.9,3
2722,15576824,Kennedy,564,Germany,Female,44,3,111760.4,3
2723,15675422,Conway,544,France,Female,32,9,110728.39,1
2724,15681550,Lablanc,614,France,Female,41,8,121558.46,1
2725,15812628,Dodd,453,Germany,Female,38,8,120623.21,1
2726,15597951,Muir,471,France,Female,58,4,114713.57,1
2727,15807045,Milanesi,829,Germany,Female,37,3,103457.76,1
2728,15581748,Shen,754,Germany,Male,57,2,101134.87,2
2729,15770420,Dillon,749,Germany,Male,46,10,78136.36,2
2730,15608230,Hoelscher,667,France,Male,23,1,0,2
2731,15730339,Bell,670,Spain,Male,30,3,133446.34,1
2732,15712584,Liao,670,France,Female,33,7,0,2
2733,15592816,Udokamma,623,Germany,Female,48,1,108076.33,1
2734,15641480,Sinnett,571,France,Male,32,5,131354.25,1
2735,15708505,Palerma,641,Germany,Female,37,7,62974.64,2
2736,15791131,Chimaijem,551,Germany,Female,30,2,143340.44,1
2737,15618225,Porter,741,Germany,Male,36,8,116993.43,2
2738,15644724,Fan,472,France,Male,31,4,58662.92,2
2739,15662098,Palmer,650,Spain,Male,41,3,128808.65,3
2740,15723894,Younger,625,France,Male,45,7,137555.44,1
2741,15787699,Burke,650,Germany,Male,34,4,142393.11,1
2742,15687738,Nwagugheuzo,535,France,Female,38,8,0,2
2743,15576126,Young,649,France,Female,41,2,125785.23,1
2744,15658889,Watson,689,France,Male,22,4,136444.25,1
2745,15667046,Tseng,694,Spain,Male,38,7,121527.4,1
2746,15669957,Drake,655,Germany,Male,52,9,144696.75,1
2747,15655794,Hanna,620,France,Male,36,8,0,2
2748,15599829,Padovesi,577,France,Female,35,10,0,2
2749,15753332,Loftus,401,Germany,Male,48,8,128140.17,1
2750,15671124,Buccho,599,France,Male,25,6,120383.41,1
2751,15767474,Lorenzo,481,France,Female,57,9,0,3
2752,15720671,Ibezimako,704,France,Male,42,8,129735.3,2
2753,15626787,Wei,698,Spain,Female,31,8,185078.26,1
2754,15774491,Ross,480,France,Female,28,6,0,2
2755,15579647,Oluchukwu,682,France,Male,42,0,0,1
2756,15625522,Walker,700,Spain,Male,31,7,0,2
2757,15765806,Wu,492,France,Male,29,1,144591.96,1
2758,15566708,Chidalu,444,France,Female,45,4,0,2
2759,15668347,Ingram,624,France,Male,36,6,0,2
2760,15575214,Ch'en,709,France,Male,37,7,0,1
2761,15591123,Iredale,557,Germany,Male,68,2,100194.44,1
2762,15573280,Gallagher,646,Germany,Male,50,6,145295.31,2
2763,15589018,Padilla,719,Germany,Male,28,3,106070.29,2
2764,15654495,Potter,706,Germany,Female,47,6,120621.89,1
2765,15597265,Mao,660,France,Male,38,7,0,2
2766,15733876,Schneider,667,France,Male,36,9,0,2
2767,15677217,Ibragimova,705,France,Male,30,1,0,1
2768,15747265,Huang,598,Germany,Female,27,10,171283.91,1
2769,15713379,Anderson,669,France,Male,26,4,0,2
2770,15730433,Nakayama,580,Germany,Female,38,1,128218.47,1
2771,15693347,Gardener,676,France,Female,32,5,0,2
2772,15715465,Aksenova,714,Germany,Male,28,7,77776.39,1
2773,15680736,Milne,597,Germany,Female,72,6,124978.19,2
2774,15610765,Onwumelu,559,France,Male,29,1,0,2
2775,15650034,Kudryashova,564,France,Female,28,1,0,1
2776,15782468,Hart,850,Spain,Male,51,3,109799.55,2
2777,15685109,Teng,689,France,Male,39,7,0,2
2778,15776233,Kruglova,758,Germany,Female,61,8,125397.21,1
2779,15761141,Palerma,604,Spain,Female,71,10,0,2
2780,15781702,Brookes,733,Germany,Male,38,9,111347.37,2
2781,15790235,Hsing,778,Spain,Male,40,8,104291.41,2
2782,15641416,Shaffer,732,Germany,Female,61,9,94867.18,2
2783,15775234,Laurie,646,France,Male,24,8,0,2
2784,15659475,Chung,597,France,Female,33,6,135703.59,2
2785,15642202,Whitfield,821,Germany,Female,37,5,106453.53,2
2786,15771417,Thomas,640,France,Male,43,7,132412.38,1
2787,15585100,Rioux,511,Germany,Female,40,9,124401.6,1
2788,15700487,Osonduagwuike,805,France,Male,46,6,118022.06,3
2789,15726589,Matveyev,540,Germany,Male,39,1,82531.11,1
2790,15747503,Hayward,705,Spain,Male,44,0,184552.12,1
2791,15595883,Nkemdirim,540,Germany,Male,39,4,127278.31,1
2792,15663826,Brim,532,Spain,Female,66,3,0,1
2793,15742820,Trevisano,535,France,Female,45,2,0,2
2794,15624793,Soubeiran,627,Germany,Male,23,5,184244.86,1
2795,15597930,Wilson,646,France,Male,52,8,59669.43,1
2796,15665110,Helena,515,France,Female,25,7,79543.59,1
2797,15770719,Duncan,697,France,Female,39,6,151553.19,1
2798,15731327,Hale,652,Germany,Male,27,2,166527.88,2
2799,15576044,Macdonald,579,Germany,Male,28,6,150329.15,1
2800,15775662,McKay,760,France,Male,43,8,121911.59,1
2801,15646817,Chiekwugo,769,France,Male,51,9,156773.78,2
2802,15596060,Skinner,498,Spain,Male,29,8,127864.26,1
2803,15723299,Sorokina,774,France,Male,53,4,113709.28,1
2804,15636982,Weller,705,Germany,Female,43,7,79974.55,1
2805,15751175,Bess,648,France,Female,44,2,0,2
2806,15618936,MacDonald,688,France,Female,51,5,0,1
2807,15787529,Gray,592,Spain,Male,38,0,0,1
2808,15780128,Ogbonnaya,705,France,Male,33,3,144427.96,2
2809,15615991,Udegbulam,654,France,Male,42,7,99263.09,1
2810,15757001,Mai,624,France,Female,32,2,79368.87,2
2811,15595388,Yeh,594,France,Female,30,10,0,2
2812,15699550,Babbage,695,Spain,Female,34,9,0,2
2813,15581620,Franklin,597,France,Male,28,2,0,3
2814,15600934,Randell,758,France,Female,52,7,125095.94,1
2815,15738672,Paterson,737,Germany,Female,40,2,162485.8,2
2816,15721307,Pickering,694,Germany,Male,37,1,95668.82,2
2817,15619280,Uspensky,683,France,Male,25,4,0,2
2818,15768244,Macleod,538,Spain,Female,30,8,0,2
2819,15806837,Nnaife,669,France,Male,37,4,0,1
2820,15643496,Randolph,730,France,Female,34,5,74197.38,2
2821,15813916,Kudryashova,622,France,Female,31,1,89688.94,1
2822,15626385,George,714,Spain,Female,33,10,103121.33,2
2823,15603582,Robertson,569,Spain,Female,34,3,0,1
2824,15764351,Yuryeva,668,Germany,Female,59,5,120170.07,1
2825,15667938,Hurst,628,France,Male,32,9,149136.31,2
2826,15576360,Ch'iu,600,France,Male,40,1,141136.79,1
2827,15628813,King,693,France,Female,43,4,152341.55,1
2828,15584190,Esposito,704,France,Male,36,7,120026.98,2
2829,15716449,Fraser,527,Spain,Male,33,9,132168.28,1
2830,15759913,Trentini,553,Germany,Male,43,6,85200.82,2
2831,15701555,Nicholls,575,Spain,Male,53,1,84903.33,2
2832,15758482,Montalvo,626,France,Female,32,0,0,2
2833,15758171,Tien,582,France,Male,20,4,0,1
2834,15680346,Chuang,683,Spain,Male,40,8,0,1
2835,15649124,Fang,850,France,Male,30,9,121535.18,1
2836,15812917,Kosisochukwu,653,Spain,Male,35,6,116662.96,2
2837,15768455,Young,679,France,Male,60,8,0,2
2838,15703059,Scott,549,Germany,Female,49,6,124829.16,1
2839,15646196,Yeh,850,Spain,Female,36,2,155180.56,2
2840,15585451,Vigano,558,Germany,Female,32,1,108262.87,1
2841,15714057,Windradyne,528,Spain,Male,40,4,0,2
2842,15748473,Curnow,801,France,Male,38,5,0,2
2843,15785782,Ugonna,513,Spain,Male,48,2,0,1
2844,15693233,De Neeve,666,Germany,Male,38,6,99812.88,2
2845,15757521,Ricci,606,France,Male,35,2,132164.26,1
2846,15812513,Nnaife,599,Germany,Male,45,10,103583.05,1
2847,15674950,Ebelechukwu,544,Germany,Male,39,4,142406.43,2
2848,15678572,Keating,529,Spain,Male,38,7,99842.5,2
2849,15713608,Tuan,850,France,Female,41,5,0,2
2850,15579262,Shearston,497,France,Male,41,9,0,1
2851,15610426,Tien,764,France,Female,39,5,81042.42,1
2852,15776454,Hamilton,603,France,Female,48,5,0,1
2853,15771483,Arnold,609,France,Male,40,6,0,2
2854,15648489,Ting,487,France,Male,53,4,199689.49,1
2855,15646609,Chao,748,France,Male,33,1,142645.43,1
2856,15693203,Powell,710,Spain,Female,75,5,0,2
2857,15813067,Williams,432,Germany,Female,45,3,110219.14,1
2858,15769829,Cheng,534,Spain,Male,51,3,0,2
2859,15662434,Zhdanova,607,France,Male,25,3,0,2
2860,15773503,Tsai,551,Spain,Male,32,4,0,2
2861,15705890,Nebechukwu,674,France,Male,45,7,142072.02,1
2862,15711398,Fetherstonhaugh,525,France,Female,25,6,0,2
2863,15752375,Ojiofor,645,Germany,Male,33,8,149564.61,1
2864,15659175,Severson,755,France,Female,43,9,0,2
2865,15597033,Speight,708,Germany,Male,37,8,153366.13,1
2866,15590228,Greenwalt,715,France,Male,21,6,76467.16,1
2867,15631848,Grover,727,France,Female,26,9,121508.28,1
2868,15654211,Milani,559,Spain,Female,27,1,0,1
2869,15707968,Akobundu,545,Spain,Male,36,8,73211.12,2
2870,15594084,Anderson,524,France,Male,22,9,0,2
2871,15651093,Chien,707,France,Female,55,1,0,2
2872,15798824,Kennedy,671,Spain,Male,38,0,92674.94,2
2873,15671591,Castiglione,439,Spain,Male,52,3,96196.24,4
2874,15707189,Marshall,667,Germany,Female,36,1,114391.62,1
2875,15733581,Duncan,831,Germany,Male,32,9,80262.66,1
2876,15641640,Uspenskaya,545,Spain,Female,33,7,173331.52,1
2877,15585284,Thomson,604,Spain,Female,35,7,147285.52,1
2878,15617866,Calabrese,657,Spain,Male,67,5,119785.47,2
2879,15667751,Herrera,487,Spain,Female,36,1,140137.15,1
2880,15669411,Muse,750,Germany,Female,52,6,107467.56,1
2881,15789425,Marsden,694,Germany,Female,37,8,98218.04,2
2882,15570943,Artemyeva,711,Germany,Female,35,2,133607.75,1
2883,15685829,McKay,551,France,Male,37,3,0,2
2884,15721917,Chuang,559,France,Female,38,8,95139.41,1
2885,15776047,Nicholls,620,France,Female,29,3,0,2
2886,15716024,Dennis,660,Spain,Male,42,5,0,2
2887,15675328,Knight,449,France,Female,37,6,0,2
2888,15604314,Webb,703,Germany,Female,26,1,97331.19,1
2889,15658339,Pugliesi,795,Germany,Male,37,2,139265.63,2
2890,15630402,Nebechukwu,594,France,Female,31,9,0,1
2891,15689616,Ward,586,Spain,Male,34,5,168094.01,1
2892,15774224,Nixon,613,Germany,Female,30,5,131563.88,2
2893,15701291,Chidubem,601,France,Male,44,3,0,2
2894,15719606,Rivers,657,France,Male,50,9,0,2
2895,15644119,Sochima,531,France,Male,31,3,0,1
2896,15646859,Heydon,621,Germany,Male,47,7,107363.29,1
2897,15606836,Lombardo,782,France,Female,33,2,94493.03,1
2898,15664150,Holland,528,Germany,Female,29,9,170214.23,2
2899,15624510,Tien,696,France,Male,52,6,139781.06,1
2900,15810944,Bryant,586,France,Female,35,7,0,2
2901,15668575,Hao,626,Spain,Female,26,8,148610.41,3
2902,15603246,Genovesi,498,France,Male,73,2,170241.7,2
2903,15804002,Kovalev,691,France,Female,33,1,128306.83,1
2904,15728773,Hsieh,568,France,Female,47,7,0,2
2905,15598044,Debellis,715,France,Female,35,3,0,1
2906,15694829,Chibueze,680,Germany,Male,32,7,175454,1
2907,15600575,Padovano,802,Spain,Male,41,6,0,2
2908,15727311,Yen,539,France,Female,22,0,100885.93,2
2909,15570769,Kibble,494,France,Male,69,9,93320.8,1
2910,15606274,Lori,594,Germany,Male,38,6,63176.44,2
2911,15746139,Enemuo,596,France,Male,33,2,139451.67,1
2912,15704987,Lu,649,France,Female,52,8,49113.75,1
2913,15628972,Nebeolisa,699,Germany,Male,32,1,123906.22,3
2914,15697686,Stewart,787,France,Female,40,6,0,2
2915,15733883,Ward,604,France,Male,28,7,0,2
2916,15617482,Milanesi,489,Germany,Female,52,1,131441.51,1
2917,15704583,Chikwado,651,France,Male,56,2,0,1
2918,15621083,Douglas,698,France,Male,57,6,136325.48,2
2919,15649487,Sal,578,Germany,Female,38,4,113150.44,2
2920,15736760,Douglas,538,Spain,Female,42,9,0,1
2921,15714658,Yates,696,France,Female,33,4,0,2
2922,15599081,Watt,507,Germany,Female,46,8,102785.16,1
2923,15705113,P'an,685,Spain,Male,34,6,83264.28,1
2924,15631159,H?,705,Germany,Male,41,4,72252.64,2
2925,15792818,Perry,499,Germany,Female,29,6,148051.52,1
2926,15633531,Lavrov,717,France,Female,76,9,138489.66,1
2927,15744529,Chiekwugo,510,France,Male,63,8,0,2
2928,15669656,Macdonald,632,France,Male,32,6,111589.33,1
2929,15581198,Jenkins,668,Germany,Female,39,0,122104.79,1
2930,15729054,Korovina,744,Germany,Male,32,4,96106.83,1
2931,15573452,Manning,663,Germany,Male,42,7,115930.87,1
2932,15776733,Wilson,638,Germany,Female,37,7,124513.66,2
2933,15724858,Begum,688,France,Female,54,9,0,1
2934,15713144,Ingrassia,588,Spain,Male,46,8,0,1
2935,15690188,Maclean,631,France,Male,33,7,0,1
2936,15689425,Olejuru,687,Spain,Male,35,8,100988.39,2
2937,15671766,Enyinnaya,599,France,Male,44,10,118577.24,1
2938,15782806,Watson,718,Spain,Male,28,6,0,2
2939,15764419,Langdon,730,France,Male,27,5,0,2
2940,15591915,Frolov,533,France,Female,39,2,0,1
2941,15772798,Chikezie,711,Spain,Female,28,5,0,2
2942,15792008,Zetticci,555,Spain,Female,26,9,0,2
2943,15715541,Yang,850,France,Female,42,9,113311.11,1
2944,15639277,Lin,678,France,Female,41,9,0,1
2945,15798850,Goddard,576,France,Male,32,7,0,2
2946,15776348,Rogers,835,Germany,Male,20,4,124365.42,1
2947,15727696,Zubareva,592,France,Male,42,1,147249.29,2
2948,15793813,Onochie,774,France,Male,36,7,103688.19,1
2949,15694395,Ts'ui,620,France,Female,29,1,138740.24,2
2950,15764195,Newsom,519,Spain,Male,39,4,111900.14,1
2951,15744919,Genovese,734,Spain,Female,37,0,152760.24,1
2952,15671655,Thorpe,763,Germany,Male,31,7,143966.3,2
2953,15654901,Horton,733,France,Male,51,10,141556.96,1
2954,15649136,Williamson,650,France,Female,43,6,0,2
2955,15775562,Shoobridge,538,France,Female,33,5,0,2
2956,15807481,Peng,577,France,Female,46,1,0,1
2957,15642885,Gray,792,France,Male,30,8,0,2
2958,15789109,Watson,686,France,Female,41,10,0,1
2959,15814004,Fyodorova,589,France,Male,29,2,0,2
2960,15673619,Bazhenov,530,France,Male,25,9,162560.32,1
2961,15595135,Solomon,778,Germany,Female,29,7,123229.46,1
2962,15583681,Layh,616,Spain,Male,31,7,76665.71,2
2963,15605000,John,550,France,Male,38,9,140278.99,3
2964,15718071,Tuan,655,France,Female,51,3,0,2
2965,15679760,Slattery,721,France,Male,46,1,115764.32,2
2966,15654574,Onyekachi,499,Germany,Male,36,5,131142.53,2
2967,15577178,Genovese,511,France,Male,45,5,68375.27,1
2968,15595324,Daniels,579,Germany,Female,39,5,117833.3,3
2969,15756932,Caldwell,696,Spain,Female,36,7,0,2
2970,15726358,Chiemenam,681,France,Male,34,7,0,2
2971,15595228,Wanliss,815,France,Male,45,7,0,1
2972,15782530,Bruce,681,Spain,Male,30,2,111093.01,1
2973,15592877,Wright,641,Spain,Male,42,9,132657.55,1
2974,15651983,Fang,591,France,Female,56,9,128882.49,1
2975,15746737,Eames,565,Germany,Male,59,9,69129.59,1
2976,15774179,Sutherland,487,France,Male,37,6,0,2
2977,15667265,Cavenagh,729,France,Male,39,4,121404.64,1
2978,15655123,Dumetolisa,505,Spain,Female,45,9,131355.3,3
2979,15595917,Mackay,580,France,Female,35,1,102097.33,1
2980,15668385,Dellucci,642,France,Male,40,1,154863.15,1
2981,15709476,Kenyon,850,Spain,Female,41,3,99945.93,2
2982,15711218,Parry,616,Germany,Male,39,2,121704.32,2
2983,15798659,Kennedy,526,Spain,Female,43,3,0,2
2984,15663939,Arnott,523,Germany,Male,35,8,138782.76,1
2985,15694946,Hanson,663,France,Male,35,9,0,2
2986,15631912,T'ao,840,France,Male,30,8,136291.71,1
2987,15768816,Shen,570,Germany,Male,42,0,107856.57,2
2988,15682268,Steere,676,Germany,Female,26,1,108348.66,1
2989,15684801,Abbott,689,France,Male,47,1,93871.95,3
2990,15636428,Sutherland,703,Spain,Female,45,1,0,1
2991,15809823,Thurgood,491,Germany,Male,19,2,125860.2,1
2992,15699284,Johnson,584,France,Male,49,8,172713.44,1
2993,15786993,Lung,810,France,Female,51,5,0,2
2994,15709441,Cocci,745,Spain,Female,59,8,0,1
2995,15710257,Matveyeva,625,France,Female,39,3,130786.92,1
2996,15582492,Moore,535,France,Female,29,2,112367.34,1
2997,15575694,Yobachukwu,729,Spain,Female,45,7,91091.06,2
2998,15756820,Fleming,655,France,Female,26,7,106198.5,1
2999,15766289,Dickinson,751,France,Male,47,5,142669.93,2
3000,15593014,Evseyev,525,France,Male,33,1,112833.35,1
3001,15584545,Aksenov,532,France,Female,40,5,0,2
3002,15675949,Fleming,696,Spain,Female,43,4,0,2
3003,15672091,Ulyanov,786,Germany,Female,32,2,104336.43,2
3004,15801658,Summers,580,France,Male,55,6,104305.74,1
3005,15706185,Clements,596,Germany,Male,47,5,140187.1,2
3006,15789863,Kazakova,683,France,Male,39,4,0,2
3007,15720943,Pirozzi,747,France,Female,45,1,114959.12,1
3008,15697997,Jamieson,602,France,Male,33,5,164704.38,1
3009,15665416,Ferri,779,France,Male,62,10,119096.55,1
3010,15660200,Mai,551,France,Male,31,1,0,2
3011,15619653,Hannaford,666,France,Male,47,2,0,1
3012,15773447,Fomin,526,Spain,Male,30,8,0,1
3013,15739160,Mahon,849,France,Female,41,9,115465.28,1
3014,15689237,Shaw,471,France,Female,27,4,0,2
3015,15679297,Volkova,628,Spain,Male,43,3,184926.61,1
3016,15591433,Miles,674,Germany,Male,43,8,85957.88,2
3017,15642725,Madison,797,France,Male,32,10,114084.6,1
3018,15701962,Scott,590,Spain,Female,29,2,166930.76,2
3019,15811613,Voss,588,France,Female,27,8,0,1
3020,15741049,Colebatch,577,France,Male,29,7,0,2
3021,15724423,Wilson,571,France,Female,38,6,107193.82,2
3022,15574305,T'ang,680,France,Male,36,3,116275.12,1
3023,15678168,Gibson,648,Spain,Female,27,7,0,2
3024,15697020,Hs?eh,618,France,Male,39,2,91068.56,1
3025,15610801,Pan,648,Germany,Male,41,5,123049.21,1
3026,15745232,Chikelu,759,France,Female,39,6,0,2
3027,15722758,Allan,585,France,Male,40,7,0,2
3028,15792102,Yefremova,774,France,Female,42,3,137781.65,1
3029,15675185,Chuang,697,Germany,Female,48,2,108128.96,2
3030,15801247,Fan,605,Spain,Male,39,10,105317.73,2
3031,15725660,Dellucci,676,France,Male,20,1,80569.73,1
3032,15638963,Garran,678,France,Female,22,4,174852.89,1
3033,15800061,Moretti,495,Spain,Female,45,3,89158.94,3
3034,15578006,Yao,787,France,Female,85,10,0,2
3035,15668504,Lucchesi,770,France,Male,36,2,89800.14,1
3036,15687491,Nkemdilim,817,Germany,Male,45,9,101207.75,1
3037,15610403,Anderson,659,France,Male,43,1,106086.42,2
3038,15741094,Sagese,693,France,Male,21,1,0,2
3039,15807909,Rubensohn,744,France,Male,47,9,0,2
3040,15666141,Baldwin,829,Spain,Female,26,8,101440.36,2
3041,15617134,Iqbal,716,France,Male,38,4,0,2
3042,15783029,Monaldo,671,France,Male,34,7,106603.74,2
3043,15622833,Mahon,835,Germany,Female,29,10,130420.2,2
3044,15746422,Muir,636,France,Female,38,1,0,1
3045,15750839,Burns,649,Spain,Male,29,2,45022.23,1
3046,15749130,Dyer,621,Germany,Male,27,1,74298.43,1
3047,15779862,Lyons,658,Germany,Female,31,3,133003.03,1
3048,15767871,H?,784,Spain,Male,48,7,0,2
3049,15679651,Gardiner,783,Spain,Female,37,1,136689.66,1
3050,15576219,Cameron,615,France,Male,32,4,0,2
3051,15699247,Chapman,791,France,Female,44,5,0,2
3052,15619087,Taylor,762,France,Male,53,1,102520.37,1
3053,15605327,Namatjira,607,France,Male,35,2,0,2
3054,15610140,He,601,France,Female,34,5,0,2
3055,15791174,Leibius,540,Spain,Male,67,1,88382.01,1
3056,15602373,White,812,France,Male,44,4,115049.15,2
3057,15762605,Wall,685,France,Male,58,1,104796.54,1
3058,15598840,Moretti,680,France,Male,33,1,123082.08,1
3059,15744279,Patterson,680,Spain,Female,58,8,0,2
3060,15670619,Coppin,631,France,Female,33,8,0,2
3061,15599533,Tsao,569,France,Female,43,7,0,2
3062,15757837,Kao,584,Germany,Male,33,3,88311.48,2
3063,15697574,Stewart,582,France,Female,40,9,0,3
3064,15578738,Tuan,609,France,Male,32,7,71872.19,1
3065,15762228,Barnes,506,Spain,Male,35,6,110046.93,2
3066,15614827,Sun,503,France,Male,42,8,104430.08,1
3067,15789815,Fallaci,503,France,Female,28,5,0,2
3068,15579781,Buccho,806,Germany,Male,31,10,138653.51,1
3069,15587013,Tien,653,France,Female,31,7,102575.04,1
3070,15570932,Pirozzi,666,France,Male,43,7,137780.74,2
3071,15794661,Liu,674,Spain,Male,32,2,0,2
3072,15581654,Long,798,France,Male,32,7,0,2
3073,15644296,Scott,740,France,Female,30,8,105209.54,1
3074,15614420,Gerasimova,531,Germany,Female,32,0,109570.21,2
3075,15609653,Ifeatu,614,Germany,Female,44,6,118715.86,1
3076,15594577,De Luca,556,France,Male,35,10,0,2
3077,15584114,Ogbonnaya,678,Germany,Female,43,2,153393.18,2
3078,15673367,Humffray,587,Germany,Male,33,6,132603.36,1
3079,15685576,Degtyaryov,527,Spain,Female,36,6,0,2
3080,15774727,Monaldo,757,Germany,Female,34,1,129398.01,2
3081,15694288,Cawthorne,468,Spain,Male,28,3,0,2
3082,15603319,Graham,693,France,Male,29,2,151352.74,1
3083,15759066,Carpenter,483,France,Female,44,5,136836.49,1
3084,15814816,Kambinachi,466,France,Male,40,4,91592.06,1
3085,15724402,Tyler,770,France,Female,30,8,0,2
3086,15571059,Martin,734,France,Female,54,3,0,1
3087,15674206,Walker,716,France,Female,22,8,0,2
3088,15715160,Khan,439,France,Male,36,2,165536.28,2
3089,15730448,Iroawuchi,538,Germany,Male,25,5,62482.95,1
3090,15662067,Summers,743,France,Male,40,8,68155.59,1
3091,15779581,Bottrill,734,Spain,Female,43,3,55853.33,2
3092,15662901,Hu,656,France,Male,37,2,0,2
3093,15689751,Jones,666,France,Female,31,2,79589.43,1
3094,15667742,Vincent,627,Spain,Male,41,5,100880.76,1
3095,15738448,Sanford,480,Germany,Female,25,3,174330.35,2
3096,15680243,Brown,792,France,Male,19,7,143390.51,1
3097,15745083,Lei,613,Germany,Male,59,8,91415.76,1
3098,15708228,Toscani,476,Germany,Male,30,3,134366.42,1
3099,15628523,Chien,539,France,Female,24,3,0,2
3100,15708196,Uchenna,696,Spain,Male,60,8,88786.81,1
3101,15735549,Lori,810,Germany,Male,35,3,96814.46,2
3102,15809347,Fanucci,763,Germany,Male,32,9,160680.41,1
3103,15660866,Chimaobim,640,France,Female,29,3,0,2
3104,15766609,Jowers,655,France,Female,47,10,0,2
3105,15654230,Miller,526,Germany,Male,31,5,145537.21,1
3106,15794566,Kirsova,678,France,Female,28,4,0,2
3107,15800890,T'ien,554,France,Female,45,6,0,2
3108,15697424,Ku,597,Spain,Female,30,2,119370.11,1
3109,15724536,Chin,560,Spain,Female,28,1,0,2
3110,15735878,Law,850,Germany,Female,47,10,134381.52,1
3111,15707596,Chung,546,Germany,Female,74,8,114888.74,2
3112,15657163,Cockrum,623,Germany,Male,42,1,149332.48,2
3113,15622478,Greaves,698,France,Female,40,7,105061.74,3
3114,15779529,Grant,620,France,Male,32,7,0,2
3115,15636023,O'Donnell,619,France,Female,40,10,0,1
3116,15582066,Maclean,561,France,Male,21,4,0,1
3117,15666675,Hsieh,753,France,Female,39,7,155062.8,1
3118,15732987,Hs?,721,Spain,Male,43,3,88798.34,1
3119,15789432,Mazzanti,451,France,Male,33,6,0,2
3120,15663161,Chiu,680,Germany,Female,51,5,143139.87,1
3121,15694879,Reeves,590,Spain,Female,23,7,0,2
3122,15593715,Castiglione,634,Germany,Male,27,3,107027.52,1
3123,15575002,Ferguson,676,France,Male,29,4,140720.93,1
3124,15622171,Nnamdi,642,France,Male,30,8,80964.57,2
3125,15795224,Wu,760,France,Male,39,6,178585.46,1
3126,15685346,Chu,736,Spain,Female,26,4,135889.13,1
3127,15691808,King,656,France,Male,43,7,134919.85,1
3128,15721007,Charlton,776,Germany,Male,33,8,115130.34,1
3129,15794253,Marsh,832,Spain,Female,34,6,138190.13,2
3130,15694453,Walker,631,Germany,Male,37,9,131519.49,2
3131,15813113,Chang,795,Spain,Female,56,5,0,1
3132,15614187,Pottinger,648,Germany,Female,39,3,126935.98,2
3133,15619407,Buckley,615,France,Male,39,4,133707.09,1
3134,15646227,Folliero,682,France,Female,27,1,97893.2,1
3135,15660541,Olisanugo,694,France,Male,34,5,127900.03,1
3136,15753874,Kent,694,France,Male,37,10,143835.47,1
3137,15617877,Jessop,607,France,Male,44,0,0,2
3138,15772073,Hodge,664,France,Male,48,10,0,1
3139,15701537,Ignatiev,756,France,Male,60,2,0,1
3140,15736228,Chambers,645,France,Female,40,3,129596.77,1
3141,15780572,Mansom,653,Spain,Male,30,4,0,2
3142,15769596,Yen,710,Germany,Female,24,2,110407.44,2
3143,15586996,Azikiwe,697,France,Female,76,7,0,2
3144,15722061,Allen,619,Germany,Female,41,8,142015.76,2
3145,15638003,Komarova,648,Spain,Male,55,1,81370.07,1
3146,15775590,Mackay,482,Germany,Female,48,2,69329.47,1
3147,15730688,Yu,548,France,Female,28,8,116755.5,2
3148,15753102,Curtis,752,Spain,Male,44,6,83870.33,1
3149,15810075,Fang,648,France,Female,39,6,130694.89,2
3150,15723373,Page,643,Spain,Female,34,8,117451.47,1
3151,15795298,Olisaemeka,573,Germany,Female,35,9,206868.78,2
3152,15584320,Brennan,686,France,Female,39,3,111695.62,1
3153,15724161,Sutton,644,France,Female,40,9,137285.26,4
3154,15750056,Hyde,702,France,Female,29,6,149218.39,1
